Timestamp,Comment,PreposText,tokenizerText,stemmed,FinalNormalizer,label,score,Likes
2024-10-30T02:35:24Z,"@kanghillmand9863 hoooo gituuuu... siaap.. makasi2 info nya...
Req test drive nanjak bole kali yaa..",ho gitu siaap makasi makasi info nya req test drive nanjak bole kali yaa,"['ho', 'gitu', 'siaap', 'makasi', 'info', 'nya', 'req', 'test', 'drive', 'nanjak', 'bole', 'kali', 'yaa']","['ho', 'gitu', 'siaap', 'makas', 'info', 'nya', 'req', 'test', 'drive', 'tanjak', 'bole', 'kali', 'yaa']","['ho', 'siaap', 'makas', 'info', 'req', 'test', 'drive', 'tanjak', 'bole', 'kali', 'yaa']",netral,0,0
2024-10-19T13:20:54Z,"Tempat tweeter di ujung kaca depan bang, isinya gatau ada ga..",tempat tweeter di ujung kaca depan bang isinya gatau ada ga,"['tempat', 'tweeter', 'di', 'ujung', 'kaca', 'depan', 'bang', 'isinya', 'gatau', 'ada', 'ga']","['tempat', 'tweeter', 'di', 'ujung', 'kaca', 'depan', 'bang', 'isi', 'gatau', 'ada', 'tidak']","['tweeter', 'ujung', 'kaca', 'isi', 'gatau', 'ada', 'tidak']",negatif,-3,2
2024-10-19T12:50:59Z,Ini seharusnya 7.1 km /kwh bukan ya?,ini seharusnya 7 1 km kwh bukan ya,"['ini', 'seharusnya', 'km', 'kwh', 'bukan', 'ya']","['ini', 'harus', 'km', 'kwh', 'bukan', 'iya']","['kwh', 'bukan', 'iya']",netral,0,0
2024-10-19T12:48:28Z,"komen tentang host'nya. oke pembawaannya, informatif penyampaiannya 😅",komen tentang host nya oke pembawaannya informatif penyampaiannya,"['komen', 'tentang', 'host', 'nya', 'oke', 'pembawaannya', 'informatif', 'penyampaiannya']","['koman', 'tentang', 'host', 'nya', 'oke', 'bawa', 'informatif', 'penyampai']","['koman', 'host', 'oke', 'bawa', 'informatif', 'penyampai']",positif,5,2
2024-10-20T14:17:33Z,Dia juga punya channel sendiri juga reviewer di channelnya jd memang oke pembawaannya,dia juga punya channel sendiri juga reviewer di channelnya jd memang oke pembawaannya,"['dia', 'juga', 'punya', 'channel', 'sendiri', 'reviewer', 'di', 'channelnya', 'jd', 'memang', 'oke', 'pembawaannya']","['dia', 'juga', 'punya', 'channel', 'sendiri', 'reviewer', 'di', 'channel', 'jd', 'memang', 'oke', 'bawa']","['channel', 'reviewer', 'channel', 'oke', 'bawa']",positif,5,0
2024-10-20T14:27:54Z,@wisnupratama36 pantesan sih.. luwes penyampaiannya dan gak kagok kamera,pantesan sih luwes penyampaiannya dan gak kagok kamera,"['pantesan', 'sih', 'luwes', 'penyampaiannya', 'dan', 'gak', 'kagok', 'kamera']","['pantas', 'sih', 'luwes', 'penyampai', 'dan', 'tidak', 'kagok', 'kamera']","['luwes', 'penyampai', 'tidak', 'kagok', 'kamera']",positif,1,0
2024-10-19T12:07:26Z,By m6 nya kaya udah mewing💀💀 6:25,by m6 nya kaya udah mewing,"['by', 'm6', 'nya', 'kaya', 'udah', 'mewing']","['by', 'm6', 'nya', 'kaya', 'udah', 'wing']","['by', 'm6', 'kaya', 'wing']",positif,3,0
2024-10-19T12:00:00Z,mending nunggu improvement generasi berikutnya/facelift,mending nunggu improvement generasi berikutnya facelift,"['mending', 'nunggu', 'improvement', 'generasi', 'berikutnya', 'facelift']","['mending', 'tunggu', 'improvement', 'generasi', 'ikut', 'facelift']","['mending', 'tunggu', 'improvement', 'generasi', 'facelift']",negatif,-5,5
2024-10-19T11:49:09Z,Apa Pabrikan cina tidak survei utk pasar indonesia MPV 7 setter yg paling di minati.,apa pabrikan cina tidak survei utk pasar indonesia mpv 7 setter yg paling di minati,"['apa', 'pabrikan', 'cina', 'tidak', 'survei', 'utk', 'pasar', 'indonesia', 'mpv', 'setter', 'yg', 'paling', 'di', 'minati']","['apa', 'pabrikan', 'cina', 'tidak', 'survei', 'untuk', 'pasar', 'indonesia', 'mpv', 'setter', 'yang', 'paling', 'di', 'minat']","['pabrikan', 'china', 'tidak', 'survei', 'pasar', 'indonesia', 'mpv', 'setter', 'paling', 'minat']",negatif,-3,0
2025-01-19T03:18:13Z,"Ada varian yang bukan captai seat, tapi 7 seater kok bang",ada varian yang bukan captai seat tapi 7 seater kok bang,"['ada', 'varian', 'yang', 'bukan', 'captai', 'seat', 'tapi', 'seater', 'kok', 'bang']","['ada', 'varian', 'yang', 'bukan', 'captai', 'seat', 'tapi', 'atar', 'kok', 'bang']","['ada', 'varian', 'bukan', 'captai', 'seat', 'atar']",netral,0,0
2024-10-19T11:32:04Z,Cocok test drive mobil 6 penumpang.  Di isi 6 orang penumpang  semuanya menjadi real   Tenaga nya. BBM NYa.  Boros atau hemat. Bagaimana mengemudi nya   Kenyamanannya.,cocok test drive mobil 6 penumpang di isi 6 orang penumpang semuanya menjadi real tenaga nya bbm nya boros atau hemat bagaimana mengemudi nya kenyamanannya,"['cocok', 'test', 'drive', 'mobil', 'penumpang', 'di', 'isi', 'orang', 'semuanya', 'menjadi', 'real', 'tenaga', 'nya', 'bbm', 'boros', 'atau', 'hemat', 'bagaimana', 'mengemudi', 'kenyamanannya']","['cocok', 'test', 'drive', 'mobil', 'tumpang', 'di', 'isi', 'orang', 'semua', 'jadi', 'real', 'tenaga', 'nya', 'bbm', 'boros', 'atau', 'hemat', 'bagaimana', 'kemudi', 'nyaman']","['cocok', 'test', 'drive', 'mobil', 'tumpang', 'isi', 'orang', 'nyata', 'tenaga', 'bbm', 'boros', 'hemat', 'kemudi', 'nyaman']",positif,10,0
2024-10-20T14:45:00Z,Gak pakai BBM.. sorry yeee...😊😊,gak pakai bbm sorry ye,"['gak', 'pakai', 'bbm', 'sorry', 'ye']","['tidak', 'pakai', 'bbm', 'sorry', 'ye']","['tidak', 'pakai', 'bbm', 'sorry', 'ye']",negatif,-3,0
2024-10-19T10:59:35Z,Tesnya skali2 jalur jkt-puncak-bndung-garut-tasik-cilacap-kebumen-yogya pp ...pgn tahu,tesnya skali skali jalur jkt puncak bndung garut tasik cilacap kebumen yogya pp pgn tahu,"['tesnya', 'skali', 'jalur', 'jkt', 'puncak', 'bndung', 'garut', 'tasik', 'cilacap', 'kebumen', 'yogya', 'pp', 'pgn', 'tahu']","['tes', 'skali', 'jalur', 'jkt', 'puncak', 'bndung', 'garut', 'tasik', 'cilacap', 'kebumen', 'yogya', 'pp', 'pgn', 'tahu']","['tes', 'skali', 'jalur', 'jakarta', 'puncak', 'bndung', 'garut', 'tasik', 'cilacap', 'kebumen', 'yogya', 'pp', 'pgn', 'paham']",positif,3,2
2024-10-29T11:28:05Z,Modalin om..,modalin om,"['modalin', 'om']","['modal', 'om']",['modal'],netral,0,0
2024-10-19T10:53:32Z,"14 kwh / 100km=0,14 kwh/km , bukan 7,1 kwh/km",14 kwh 100km 0 14 kwh km bukan 7 1 kwh km,"['14', 'kwh', '100km', 'km', 'bukan']","['14', 'kwh', '100km', 'km', 'bukan']","['14', 'kwh', '100km', 'bukan']",netral,0,1
2024-10-19T11:04:51Z,Yah bocil nyasar,yah bocil nyasar,"['yah', 'bocil', 'nyasar']","['yah', 'bocil', 'sasar']","['yah', 'bocil', 'sasar']",netral,0,0
2024-10-26T08:28:39Z,"dibalik dul, km/kwh",dibalik dul km kwh,"['dibalik', 'dul', 'km', 'kwh']","['balik', 'dul', 'km', 'kwh']","['dul', 'kwh']",netral,0,0
2024-10-19T10:49:01Z,Nah ini kaki2nya yg masalah kaya unit2 konsumen lain yg udh pada handover.,nah ini kaki2nya yg masalah kaya unit unit konsumen lain yg udh pada handover,"['nah', 'ini', 'kaki2nya', 'yg', 'masalah', 'kaya', 'unit', 'konsumen', 'lain', 'udh', 'pada', 'handover']","['nah', 'ini', 'kaki2', 'yang', 'masalah', 'kaya', 'unit', 'konsumen', 'lain', 'udh', 'pada', 'handover']","['kaki2', 'kaya', 'unit', 'konsumen', 'handover']",positif,3,1
2024-10-23T07:39:33Z,"Tinggal info ke beres, diganti yang improvement. Semua merk kayak toyota honda sampai mercy aja pernah recall, gak masalah",tinggal info ke beres diganti yang improvement semua merk kayak toyota honda sampai mercy aja pernah recall gak masalah,"['tinggal', 'info', 'ke', 'beres', 'diganti', 'yang', 'improvement', 'semua', 'merk', 'kayak', 'toyota', 'honda', 'sampai', 'mercy', 'aja', 'pernah', 'recall', 'gak', 'masalah']","['tinggal', 'info', 'ke', 'beres', 'ganti', 'yang', 'improvement', 'semua', 'memerk', 'kayak', 'toyota', 'honda', 'sampai', 'memercy', 'aja', 'pernah', 'recall', 'tidak', 'masalah']","['tinggal', 'info', 'beres', 'ganti', 'improvement', 'memerk', 'kayak', 'toyota', 'honda', 'memercy', 'recall', 'tidak']",negatif,-8,0
2024-10-19T10:48:10Z,"Yg mau nambah wawasan atau pertimbangan terkait EV

https://youtu.be/t-qbelIi7I4?si=9EhQdBybPURSfb5e",yg mau nambah wawasan atau pertimbangan terkait ev https youtu be t qbelii7i4 si 9ehqdbybpursfb5e,"['yg', 'mau', 'nambah', 'wawasan', 'atau', 'pertimbangan', 'terkait', 'ev', 'https', 'youtu', 'be', 'qbelii7i4', 'si', '9ehqdbybpursfb5e']","['yang', 'mau', 'tambah', 'wawas', 'atau', 'timbang', 'kait', 'ev', 'https', 'youtu', 'be', 'qbelii7i4', 'si', '9ehqdbybpursfb5e']","['wawas', 'timbang', 'kait', 'mobil listrik', 'https', 'youtu', 'be', 'qbelii7i4', 'si', '9ehqdbybpursfb5e']",netral,0,0
2024-10-19T10:45:47Z,Menarik juga sih ini mobil. Semoga yg pengen mobil ini dilancarkan rezekinya ya. Aamiin.,menarik juga sih ini mobil semoga yg pengen mobil ini dilancarkan rezekinya ya aamiin,"['menarik', 'juga', 'sih', 'ini', 'mobil', 'semoga', 'yg', 'pengen', 'dilancarkan', 'rezekinya', 'ya', 'aamiin']","['tarik', 'juga', 'sih', 'ini', 'mobil', 'moga', 'yang', 'en', 'lancar', 'rezeki', 'iya', 'aami']","['tarik', 'mobil', 'semoga', 'en', 'lancar', 'rezeki', 'iya', 'aami']",positif,10,22
2024-11-08T08:52:38Z,aamiin,aamiin,['aamiin'],['aami'],['aami'],netral,0,0
2024-11-12T13:10:34Z,Aamiin 3X YRA,aamiin 3x yra,"['aamiin', '3x', 'yra']","['aami', '3x', 'yra']","['aami', '3x', 'yra']",netral,0,0
2025-02-01T15:00:55Z,Aamiin,aamiin,['aamiin'],['aami'],['aami'],netral,0,0
2025-10-15T03:37:45Z,Amin,amin,['amin'],['amin'],['amin'],netral,0,0
2024-10-19T10:38:51Z,Test nanjak fulmpax di tanjakan moladin om Lutfi,test nanjak fulmpax di tanjakan moladin om lutfi,"['test', 'nanjak', 'fulmpax', 'di', 'tanjakan', 'moladin', 'om', 'lutfi']","['test', 'tanjak', 'fulmpax', 'di', 'tanja', 'memolad', 'om', 'lutfi']","['test', 'tanjak', 'fulmpax', 'tanja', 'memolad', 'lutfi']",netral,0,3
2024-10-22T08:11:57Z,"Mobil listrik torsi gede,,yg jelas lebih kuat nanjak di banding mobil ICE..Slam CERDAS 😊😊",mobil listrik torsi gede yg jelas lebih kuat nanjak di banding mobil ice slam cerdas,"['mobil', 'listrik', 'torsi', 'gede', 'yg', 'jelas', 'lebih', 'kuat', 'nanjak', 'di', 'banding', 'ice', 'slam', 'cerdas']","['mobil', 'listrik', 'torsi', 'gede', 'yang', 'jelas', 'lebih', 'kuat', 'tanjak', 'di', 'banding', 'ice', 'slam', 'cerdas']","['mobil', 'listrik', 'torsi', 'gede', 'lebih', 'kuat', 'tanjak', 'banding', 'ice', 'slam', 'cerdas']",positif,16,1
2024-10-19T10:00:48Z,Utk tanjakan terjal gimana,utk tanjakan terjal gimana,"['utk', 'tanjakan', 'terjal', 'gimana']","['untuk', 'tanja', 'terjal', 'gimana']","['tanja', 'terjal']",negatif,-3,1
2024-10-23T04:51:16Z,"Utk tanjakan terjal, ubah ke mode normal atau sport. Tarikan mobil lebih mantap dari mobil konvensional.",utk tanjakan terjal ubah ke mode normal atau sport tarikan mobil lebih mantap dari mobil konvensional,"['utk', 'tanjakan', 'terjal', 'ubah', 'ke', 'mode', 'normal', 'atau', 'sport', 'tarikan', 'mobil', 'lebih', 'mantap', 'dari', 'konvensional']","['untuk', 'tanja', 'terjal', 'ubah', 'ke', 'mode', 'normal', 'atau', 'sport', 'tari', 'mobil', 'lebih', 'mantap', 'dari', 'konvensional']","['tanja', 'terjal', 'ubah', 'mode', 'normal', 'sport', 'tari', 'mobil', 'lebih', 'bagus', 'konvensional']",positif,8,0
2024-10-19T09:41:27Z,"Body roll mobil listrik hampir semuanya bagus mas. Krn batre yg ditaro dilantai, titik beratnya jadi turun.",body roll mobil listrik hampir semuanya bagus mas krn batre yg ditaro dilantai titik beratnya jadi turun,"['body', 'roll', 'mobil', 'listrik', 'hampir', 'semuanya', 'bagus', 'mas', 'krn', 'batre', 'yg', 'ditaro', 'dilantai', 'titik', 'beratnya', 'jadi', 'turun']","['body', 'roll', 'mobil', 'listrik', 'hampir', 'semua', 'bagus', 'mas', 'krn', 'batre', 'yang', 'ditaro', 'lantai', 'titik', 'berat', 'jadi', 'turun']","['body', 'roll', 'mobil', 'listrik', 'hampir', 'bagus', 'baterai', 'ditaro', 'lantai', 'titik', 'berat', 'turun']",negatif,-8,8
2024-10-19T09:40:37Z,Digroup banyak yg ngeluh kaki2 bermasalah,digroup banyak yg ngeluh kaki kaki bermasalah,"['digroup', 'banyak', 'yg', 'ngeluh', 'kaki', 'bermasalah']","['digroup', 'banyak', 'yang', 'luh', 'kaki', 'masalah']","['digroup', 'banyak', 'luh', 'kaki']",positif,3,7
2024-10-19T09:49:52Z,kakinya ga bermasalah. cuma klo jalan pelan kadang2 bunyi kalo jln kencang ga bunyi kakiknya. itu di chanel denids dpt penggantian per baru buat pengguna yg bermasalah bunyi tsb.,kakinya ga bermasalah cuma klo jalan pelan kadang kadang bunyi kalo jln kencang ga bunyi kakiknya itu di chanel denids dpt penggantian per baru buat pengguna yg bermasalah bunyi tsb,"['kakinya', 'ga', 'bermasalah', 'cuma', 'klo', 'jalan', 'pelan', 'kadang', 'bunyi', 'kalo', 'jln', 'kencang', 'kakiknya', 'itu', 'di', 'chanel', 'denids', 'dpt', 'penggantian', 'per', 'baru', 'buat', 'pengguna', 'yg', 'tsb']","['kaki', 'tidak', 'masalah', 'cuma', 'kalau', 'jalan', 'pelan', 'kadang', 'bunyi', 'kalau', 'jln', 'kencang', 'kakik', 'itu', 'di', 'chanel', 'denids', 'dpt', 'ganti', 'per', 'baru', 'buat', 'guna', 'yang', 'tsb']","['kaki', 'tidak', 'jalan', 'pelan', 'kadang', 'bunyi', 'jalan', 'kencang', 'kakik', 'chanel', 'denids', 'ganti']",positif,1,0
2024-10-19T09:50:30Z,sementra saya sudah pakai 2 minggu belum bermasalah semoga saja batch pengiriman yang aman,sementra saya sudah pakai 2 minggu belum bermasalah semoga saja batch pengiriman yang aman,"['sementra', 'saya', 'sudah', 'pakai', 'minggu', 'belum', 'bermasalah', 'semoga', 'saja', 'batch', 'pengiriman', 'yang', 'aman']","['sementra', 'saya', 'sudah', 'pakai', 'minggu', 'belum', 'masalah', 'moga', 'saja', 'batch', 'kirim', 'yang', 'aman']","['sementra', 'pakai', 'minggu', 'belum', 'semoga', 'batch', 'kirim', 'aman']",negatif,-1,0
2024-10-19T10:19:27Z,"​@iwatonny7633emang khas barang china sih.. ada batch bermasalah, ada batch yg bagus..",khas barang china sih ada batch bermasalah ada batch yg bagus,"['khas', 'barang', 'china', 'sih', 'ada', 'batch', 'bermasalah', 'yg', 'bagus']","['khas', 'barang', 'china', 'sih', 'ada', 'batch', 'masalah', 'yang', 'bagus']","['khas', 'barang', 'china', 'ada', 'batch', 'bagus']",positif,5,0
2024-10-19T10:19:57Z,@jonitan76Yg bunyi shockbreakernya?,bunyi shockbreakernya,"['bunyi', 'shockbreakernya']","['bunyi', 'shockbreaker']","['bunyi', 'shockbreaker']",netral,0,1
2024-10-19T10:37:14Z,Unitnya pny om b_channel uda mulai diganti baru tuh om shock nya,unitnya pny om b_channel uda mulai diganti baru tuh om shock nya,"['unitnya', 'pny', 'om', 'b_channel', 'uda', 'mulai', 'diganti', 'baru', 'tuh', 'shock', 'nya']","['unit', 'pny', 'om', 'b_channel', 'uda', 'mulai', 'ganti', 'baru', 'itu', 'shock', 'nya']","['unit', 'pny', 'b_channel', 'udah', 'ganti', 'shock']",netral,0,1
2024-10-19T10:38:20Z,"Uda pada di recall, diganti shockbreaker nya",uda pada di recall diganti shockbreaker nya,"['uda', 'pada', 'di', 'recall', 'diganti', 'shockbreaker', 'nya']","['uda', 'pada', 'di', 'recall', 'ganti', 'shockbreaker', 'nya']","['udah', 'recall', 'ganti', 'shockbreaker']",negatif,-5,4
2024-10-19T10:39:03Z,Uda mulai diganti2in itu om yg shocknya bunyi. Ktnya sih shock nya dengan improvement.,uda mulai diganti2in itu om yg shocknya bunyi ktnya sih shock nya dengan improvement,"['uda', 'mulai', 'diganti2in', 'itu', 'om', 'yg', 'shocknya', 'bunyi', 'ktnya', 'sih', 'shock', 'nya', 'dengan', 'improvement']","['uda', 'mulai', 'ganti2', 'itu', 'om', 'yang', 'shock', 'bunyi', 'ktnya', 'sih', 'shock', 'nya', 'dengan', 'improvement']","['udah', 'ganti2', 'shock', 'bunyi', 'ktnya', 'shock', 'improvement']",netral,0,1
2024-10-19T10:47:21Z,"Yg mau beli EV,
Buat pertimbangan. Walaupun mungkin BYD gak termasuk di dalamnya

https://youtu.be/t-qbelIi7I4?si=9EhQdBybPURSfb5e",yg mau beli ev buat pertimbangan walaupun mungkin byd gak termasuk di dalamnya https youtu be t qbelii7i4 si 9ehqdbybpursfb5e,"['yg', 'mau', 'beli', 'ev', 'buat', 'pertimbangan', 'walaupun', 'mungkin', 'byd', 'gak', 'termasuk', 'di', 'dalamnya', 'https', 'youtu', 'be', 'qbelii7i4', 'si', '9ehqdbybpursfb5e']","['yang', 'mau', 'beli', 'ev', 'buat', 'timbang', 'walaupun', 'mungkin', 'byd', 'tidak', 'masuk', 'di', 'dalam', 'https', 'youtu', 'be', 'qbelii7i4', 'si', '9ehqdbybpursfb5e']","['beli', 'mobil listrik', 'timbang', 'byd', 'tidak', 'masuk', 'https', 'youtu', 'be', 'qbelii7i4', 'si', '9ehqdbybpursfb5e']",negatif,-3,0
2024-10-19T11:16:17Z,"​@IX1e-228 Yoi Om, alhamdulillah termasuk cepet partnya, sebelum tanggal rencana lelang yg 25 Oktober jadi udah keganti duluan shocknya 😁",yoi om alhamdulillah termasuk cepet partnya sebelum tanggal rencana lelang yg 25 oktober jadi udah keganti duluan shocknya,"['yoi', 'om', 'alhamdulillah', 'termasuk', 'cepet', 'partnya', 'sebelum', 'tanggal', 'rencana', 'lelang', 'yg', '25', 'oktober', 'jadi', 'udah', 'keganti', 'duluan', 'shocknya']","['yoi', 'om', 'alhamdulillah', 'masuk', 'cepat', 'part', 'belum', 'tanggal', 'rencana', 'lelang', 'yang', '25', 'oktober', 'jadi', 'udah', 'ganti', 'dulu', 'shock']","['yoi', 'alhamdulillah', 'masuk', 'cepat', 'part', 'belum', 'tanggal', 'rencana', 'lelang', '25', 'oktober', 'ganti', 'shock']",positif,8,5
2024-10-19T11:44:25Z,@BChannelIndonesia Ga bikin vlognya om B?,ga bikin vlognya om b,"['ga', 'bikin', 'vlognya', 'om']","['tidak', 'bikin', 'vlog', 'om']","['tidak', 'bikin', 'vlog']",negatif,-3,0
2024-10-20T01:40:18Z,"Yg ngeluh buzzer sales ngonda sama kolota yg makij sulit jualan mobil overpriced fitur minim

Gue udah pake ga ada masalah sama sekali, malah jauh lebih nyaman daripada produk jepun harga yg sama",yg ngeluh buzzer sales ngonda sama kolota yg makij sulit jualan mobil overpriced fitur minim gue udah pake ga ada masalah sama sekali malah jauh lebih nyaman daripada produk jepun harga yg sama,"['yg', 'ngeluh', 'buzzer', 'sales', 'ngonda', 'sama', 'kolota', 'makij', 'sulit', 'jualan', 'mobil', 'overpriced', 'fitur', 'minim', 'gue', 'udah', 'pake', 'ga', 'ada', 'masalah', 'sekali', 'malah', 'jauh', 'lebih', 'nyaman', 'daripada', 'produk', 'jepun', 'harga']","['yang', 'luh', 'buzzer', 'sales', 'ngonda', 'sama', 'kolota', 'makij', 'sulit', 'jual', 'mobil', 'overpriced', 'fitur', 'minim', 'gue', 'udah', 'pake', 'tidak', 'ada', 'masalah', 'sekali', 'malah', 'jauh', 'lebih', 'nyaman', 'daripada', 'produk', 'jepun', 'harga']","['luh', 'buzzer', 'sales', 'ngonda', 'kolota', 'makij', 'sulit', 'jual', 'mobil', 'overpriced', 'fitur', 'minim', 'pakai', 'tidak', 'ada', 'sekali', 'lebih', 'nyaman', 'produk', 'jepun', 'harga']",negatif,-6,3
2024-10-20T02:34:17Z,"@Luiko0406 Lebih nyaman, build quality lebih bagus, fitur lebih banyak dari mobil Jepang harga sekelas: FAKTA
Bbrp shockbreaker M6 bunyi2: FAKTA
Kaki2 Honda ringkih, rack steer ringkih, road noise: FAKTA JUGA 😂",lebih nyaman build quality lebih bagus fitur lebih banyak dari mobil jepang harga sekelas fakta bbrp shockbreaker m6 bunyi bunyi fakta kaki kaki honda ringkih rack steer ringkih road noise fakta juga,"['lebih', 'nyaman', 'build', 'quality', 'bagus', 'fitur', 'banyak', 'dari', 'mobil', 'jepang', 'harga', 'sekelas', 'fakta', 'bbrp', 'shockbreaker', 'm6', 'bunyi', 'kaki', 'honda', 'ringkih', 'rack', 'steer', 'road', 'noise', 'juga']","['lebih', 'nyaman', 'build', 'quality', 'bagus', 'fitur', 'banyak', 'dari', 'mobil', 'jepang', 'harga', 'kelas', 'fakta', 'bbrp', 'shockbreaker', 'm6', 'bunyi', 'kaki', 'honda', 'ringkih', 'rack', 'steer', 'road', 'menoise', 'juga']","['lebih', 'nyaman', 'build', 'quality', 'bagus', 'fitur', 'banyak', 'mobil', 'jepang', 'harga', 'kelas', 'fakta', 'bbrp', 'shockbreaker', 'm6', 'bunyi', 'kaki', 'honda', 'ringkih', 'rack', 'steer', 'road', 'menoise']",positif,14,3
2024-10-20T02:53:55Z,"Emang gitu kan
Masalah bawahnya di tutupi sm yg diatas (fitur2)
Kan jarang ada yg ngolong dan review kualitas bahan kaki2 wkwk",emang gitu kan masalah bawahnya di tutupi sm yg diatas fitur fitur kan jarang ada yg ngolong dan review kualitas bahan kaki kaki wkwk,"['emang', 'gitu', 'kan', 'masalah', 'bawahnya', 'di', 'tutupi', 'sm', 'yg', 'diatas', 'fitur', 'jarang', 'ada', 'ngolong', 'dan', 'review', 'kualitas', 'bahan', 'kaki', 'wkwk']","['emang', 'gitu', 'kan', 'masalah', 'bawah', 'di', 'tutup', 'sm', 'yang', 'atas', 'fitur', 'jarang', 'ada', 'kolong', 'dan', 'review', 'kualitas', 'bahan', 'kaki', 'wkwk']","['tutup', 'fitur', 'jarang', 'ada', 'kolong', 'review', 'kualitas', 'bahan', 'kaki', 'tawa']",netral,0,0
2024-10-20T12:33:53Z,​​@sieghart132 crv gw mobil harga 650 jt 2 tahun ganti kaki2 untungnya masih garansii... eeeeh setaun berikutnya ada bunyi aneh lg jir mana dah ga garansi lg wkwkwkwj,crv gw mobil harga 650juta 2 tahun ganti kaki kaki untungnya masih garansii eh setaun berikutnya ada bunyi aneh lg jir mana dah ga garansi lg wkwkwkwj,"['crv', 'gw', 'mobil', 'harga', '650juta', 'tahun', 'ganti', 'kaki', 'untungnya', 'masih', 'garansii', 'eh', 'setaun', 'berikutnya', 'ada', 'bunyi', 'aneh', 'lg', 'jir', 'mana', 'dah', 'ga', 'garansi', 'wkwkwkwj']","['crv', 'gue', 'mobil', 'harga', '650juta', 'tahun', 'ganti', 'kaki', 'untung', 'masih', 'garansi', 'eh', 'taun', 'ikut', 'ada', 'bunyi', 'aneh', 'lg', 'jir', 'mana', 'dah', 'tidak', 'garansi', 'wkwkwkwj']","['crv', 'mobil', 'harga', '650juta', 'ganti', 'kaki', 'untung', 'garansi', 'eh', 'taun', 'ada', 'bunyi', 'aneh', 'kaget', 'dah', 'tidak', 'garansi', 'wkwkwkwj']",negatif,-4,1
2024-10-23T06:04:08Z,"@jonijoni4388 kena mobil jepang bermasalah diem2 aja, kalau mobil China bermasalah lalu di cap mobil jelek kualitas",kena mobil jepang bermasalah diem diem aja kalau mobil china bermasalah lalu di cap mobil jelek kualitas,"['kena', 'mobil', 'jepang', 'bermasalah', 'diem', 'aja', 'kalau', 'china', 'lalu', 'di', 'cap', 'jelek', 'kualitas']","['kena', 'mobil', 'jepang', 'masalah', 'diam', 'aja', 'kalau', 'china', 'lalu', 'di', 'cap', 'jelek', 'kualitas']","['kena', 'mobil', 'jepang', 'diam', 'china', 'cap', 'buruk', 'kualitas']",positif,3,0
2024-12-22T13:53:45Z,Mungkin jalanan di negeri kita inilah yg banyak.bikin masalah,mungkin jalanan di negeri kita inilah yg banyak bikin masalah,"['mungkin', 'jalanan', 'di', 'negeri', 'kita', 'inilah', 'yg', 'banyak', 'bikin', 'masalah']","['mungkin', 'jalan', 'di', 'negeri', 'kita', 'ini', 'yang', 'banyak', 'bikin', 'masalah']","['jalan', 'negeri', 'banyak', 'bikin']",positif,3,0
2025-01-28T05:05:52Z,"Iya...
Kakinya keras terus di spido meter ada gambar mobil zik zak...ini gimana cara menghilangkan gambar mobil zik zak...",iya kakinya keras terus di spido meter ada gambar mobil zik zak ini gimana cara menghilangkan gambar mobil zik zak,"['iya', 'kakinya', 'keras', 'terus', 'di', 'spido', 'meter', 'ada', 'gambar', 'mobil', 'zik', 'zak', 'ini', 'gimana', 'cara', 'menghilangkan']","['iya', 'kaki', 'keras', 'terus', 'di', 'spido', 'meter', 'ada', 'gambar', 'mobil', 'zik', 'zak', 'ini', 'gimana', 'cara', 'hilang']","['iya', 'kaki', 'keras', 'spido', 'meter', 'ada', 'gambar', 'mobil', 'zik', 'zak', 'hilang']",negatif,-5,0
2024-10-19T09:39:32Z,Ini kg ada yg hybrid apa ya 😢,ini kg ada yg hybrid apa ya,"['ini', 'kg', 'ada', 'yg', 'hybrid', 'apa', 'ya']","['ini', 'kg', 'ada', 'yang', 'hybrid', 'apa', 'iya']","['kg', 'ada', 'hybrid', 'iya']",netral,0,0
