Comment,label,score
"​@Van_Helsing999​​mas, cortez aja udah 1,5ton. 
Mercedes bmw silahkan cek sendiri berapa bobotnya. S class coba googling berapa bobotnya. 😊 Mobil mahal bobot itu faktor penting dalam kenyamanan dan stability. Disatu sisi butuh engine yg juga lebih powerful buat ngehela bobot berat, ga heran mobil mewah mesinnya cc nya gede2 dan ga bisa seirit agya. 😂
Dalam teorinya disebut power to weight ratio
Ini semua perkara fisika, dan fisika ga bisa bohong. Pengen mobil ensk stabil dan nyaman cari mobil yg berat. Bukan yg enteng. 
Nah, pabrikan biasanya ga ngasih tau berapa berat kosong mobilnya, karena itu bisa jadi ""blunder"" buat dagangannya. 😂
Rata2 data berat kosong ga dikasih tau, apalagi mobil2 jepang. Biasanya di brosur ga ada tuh keterangan berat nya berapa. 
Kenapa? Yaaa dia ga pengen ketahuan kalo bobotnya enteng. Mobil enteng udah pasti ajrut2an dan mental mentul. Cari mobil minimal 1,5 ton keatas. Itu pun itungannya kurang nyaman. Mau nyaman? Cari yang beratnya 1,8-2 ton. Dijamin enak, dan pasti mahal. 😂

Nah EV itu bobotnya berat karena baterai, dan torsinya gede butuh compound ban yang berbeda. Di satu sisi juga harus punya roll resistant yang rendah agar hambatan nya rendah sehingga makin efisien terhadap penggunaan baterai.
Jadi secara teori ya ban untuk EV itu berbeda. Tapi mau dipasangin ban performance jg gpp sebenarnya, asal spek nya untuk mobil2 bobot berat. Yang biasa di pake mobil2 eropa dan size nya masuk. Ga masalah2 amat sebenarnya. 
Inget g class, s class rolls royce itu bobot nya ga main2.",positif,16
Expert nih si agan.... nice info gan  positif ,positif,5
"​@soulhunteridmercy sclass 2 ton bobotnya. 
Lambo? Ferari? Udah 1,5 ton.
Rills royce? 2,6-2,7 ton
Ioniq5? 2,3 ton

Ertiga 1,1-1,2 ton
Agya 1,2 ton
Airev 1,1-1,2 ton
Wuling cortez 1,4ton

Udah berat, resistance nya mesti kecil. Jd ban ev emang beda. Cuma bisa pake ban lainnya? Ya bisa. Asal jenis dan merek2 yg biasa buat mobil2 bobot diatas 2 ton. Dan pasti mahal. 😂",negatif,-13
"​​@ntznbgzthahaha, iya betul, banyak yang ga paham setiap ban punya spesifikasi LOAD HANDLE dan MAX PSI yang perlu diperhatikan karena menentukan faktor kebutuhan dan safety selain faktor class ban rating untuk speed 😂",positif,5
Aneh emang mobil listrik.... Cangih tapi gak pny ban serep,negatif,-4
"Belum pernah pakai bmw yg ga punya ban serep juga... 😅 bukan masalah mobil listriknya, mobil baru skg kenarah tanpa ban serep",negatif,-8
"POLUSI KURANG, JAKARTA MAKIN SEHAT... kalau bensin hancur Paru-Paru manusia jakarta..",negatif,-13
"​@arismunandar6608gak usah pesimis bray, atau, gak usah nyinyir dan sok paling pinter! Saya juga tau Indonesia gak cuma Jakarta. Pengetahuan loe juga harus loe pake, yg migrasi mobil ke berbasis listrik itu gak cuma di Jakarta. Dan kebijakan elektifikasi itu adalah kebijakan nasional, bukan hanya di kota2 besar. Yg namanya masa transisi itu ya ada progress dan butuh waktu yg gak cuma sebentar. Sebagai rakyat yg baik ya dukung donk, bukan malah pesimis atau jadi tukang nyinyir, koplak.",positif,7
"Kocak, grab itu ga masuk angkutan umum. Angkutan umum itu, angkot, kereta, bus. Kalo grab mah masuk angkutan pribadi yg komersial.",negatif,-6
"​@MalikaBudurOfficialiya, emang kocak yg bilang grab adalah angkutan umum. Lebih kocak lagi yg otaknya terkungkung dalam definisi angkutan umum hanyalah plat kuning, loe pikir truk2 plat kuning itu angkutan umum? Kocal loe bray, sok pinter bingits loe. Lol.😂😂😂",positif,4
"@malezzandromz kocak2n, siapa yg bilang angkutan umum plat kuning??? Lu paham arti kata ""umum"" ga blog?",negatif,-6
"makhluk kayak gini harus di report, bisanya nyampah doank.",negatif,-5
"​@kathlen76Kalo pltu batu bara, aman buat paru2 ya?",positif,5
"@VRoyPratomo PLTU nya di mana? Konteksnya di Jakartanya. Lagipula, ada atau gak ada polusi dari kendaraan bensin/solar, PLTU tetap ada sejak dahulu kala saat Indonesia mulai menikmati listrik. Hati2 bray, jangan  kena propaganda black campaign oknum2 yang tidak suka kendaraan listrik mendominasi pasar kendaraan. Pemerintah juga punya target2 untuk mempensiunkan PLTU dan menggantikannya dengan sumber energi terbarukan seperti PLTS dan PLTPB.",negatif,-13
"@malezzandromz  baca dulu kontrak batu bara dengan PLTU habisnya berapa tahun lagi. Konteks boleh di Jakarta, tapi apa polusi tidak terbawa angin?

Pakai dulu pendekatan paksa kendaraan pakai bbm bersih standar euro 5 di Jakarta",negatif,-13
"​@VRoyPratomo​  lha memang program menuju nett zero itu sampai tahun brp? Gak usah ngomongin kontrak segala macam yg jadinya malah omon2. 
Polusi PLTU terbawa angin? Kok jadi inget salah satu paslon capres yg lalu ya? Wkwkwkkwkkk.... Bray, lebih ngefek secara signifikan ke paru2 orang Jakarta (atau kota manapun), polusi PLTU atau polusi kendaraan bermotor yg terhisap oleh penduduk kota tersebut? 😅😅😅
Lagian silahkan dibaca lagi makanya, kan sudah dibilang: SEJAK INDONESIA PAKAI LISTRIK, PLTU SUDAH ADA.",negatif,-13
"Lagian gw heran ya? Kok banyak sekali menentang elektrifikasi? Contoh paling simpel sehari2, kalo loe panasi mobil di garasi rumah atau carport, asapnya masuk ke rumah? Siapa yg hirup? Keluarga kan, dan termasuk diri sendiri. 
Akumulasi emisi di perkotaan, terasa sekali bagi pejalan kaki, dan asap2 itu menyebalkan! 
Gak usah sok ngomongin paksa pakai euro 5, bisa aja yg punya ide aja mungkin termasuk konsumen BBM subsidi! No offense, itu realita. BBM Non Subsidi naik dikit aja pada teriak. Kalo naik turun harga BBM non subsidi pada sok pintar mengkritisi pemerintah gak fair lah, mau enaknya aja lah, padahal mereka gak tau masalah import BBM dan logistiknya bagaimana. Susah emang konoha. 😂😂😂😂",positif,3
@malezzandromz baca dulu riset2 CREA soal polusi udara di Jakarta dan propinsi2 sekitarnya.,negatif,-5
"​@VRoyPratomoloe suruh2 orang baca2, arahnya ke mana, loe gak bisa ngomong? Intinya, pejalan kaki di trotoar, terminal, halte, dll menghisap emisi gas buang kendaraan bermotor. Solusinya saat ini transisi ke kendaraan listrik. Gak usah sok kaya literasi loe, padahal bisa aja literasi loe itu penuh propaganda, kebohongan dan pembodohan, bahkan hasutan.  Yg paling terasa bagi gw  kalo gw di halte atau jalan kaki di trotoar, gw terhirup itu emisi2 gas buang kendaraan bensin/solar. 
Dah lah, loe gak usah banyak komentar kalo isinya suruh2 orang baca2, gak usah sok rajin baca loe, tapi gak pandai memilah apa yg loe baca, jangan2 loe juga punya kepentingan di kendaraan bensin /solar? Dasaaaarrrrr!!!!!! 😂😂😂",negatif,-19
Apakah seperti sepeda listrik? Setelah batre soak maka menjadi bangkai?,negatif,-10
"@TraYadi  setelah baterai soak, bisa ganti baterainya jalan lagi normal mobilnya",negatif,-5
At least polusi berkurang kalo kendaraan banyak yg beralih ke kendaraan ramah lingkungan spt BEV.,negatif,-4
"Surabaya, angkutan umum ev ada Surabaya bus, tapi sering terlihat mogok. Yg bus biasa tak pernah ada mogok",negatif,-8
"​@ivannugroho5153iyein aja dah, dasar tukang black campaign. wkwkwkwkkk....",negatif,-8
"Dasar tukang hobi hisap asap mobil, bis dan truk. Gak rela kalo polusi dikurangi, wkwkwkkwk....😂",negatif,-20
"Alhamdulilah 😊 mantap, ayo semua ganti ke listrik, gpp biar sy aja yg masi di bensin, jd dikit yg ngantri, dan lancar jaya, murah lg baterainya, 60 persen harga mobil, rusaknya lama lg tahunan, dan mengurangi polusi, ayo semuanya🎉",positif,11
Buat saya yang rumahnya pinggir jalan.. Setuju banget.. semoga semua bisa ganti ke listrik.. Dan listriknya langsung dari matahari... Ditiap mobil dah ada panel surya nya.. Gratiss..Bolehlah bermimpi.. 😅,positif,9
​@kathlen76kata siapa polusi kurang?? Buat baterainya itu polusi..,negatif,-10
"Sy biasa perdin ke Jakarta dari Surabaya pake mobil M6 punya kantor charging 3 kali x 170rb = 510rb  , Rest Area Ngawi, Pemalang KM 319 , Rest Cipali KM 101 , kelebihannya sambil charging di Rest Area baris tengah belakang rata tidur dalam posisi AC nyala sampe pagi aman cuman berkurang 1% baterainya hehe.. Kalau charging di PLN Kota/Kabupaten bisa istirahat di Lounge nya bermalam jg gpp ada kopi teh mushollah toilet buat mandi hehe itung"" Hemat biaya hotel.. 
Jalur bawah lebih hemat, pakai selap selip jagonya ngejar moment sangat lincah torsi instan..",positif,22
Katanya klo bannya bocor wajib derek? Alamak,negatif,-5
Intinya kabel setau saya awet di 1-6 tahun. Lewat dari situ rusak+ gigit tikus. Garansi batre 8 tahun.korslet dikit garansi batal. Gimana toh? Elektronik penyakitnya jika tidak digunakan bakal rusak. Bagaimana jika parkir berbulan bulan? Apa garansi berlaku?,negatif,-11
Hnya waktu yg akan mnjwb kualitas mobil ini!,positif,5
Coba avanza model body nya kyk gini .. bisa laris manis ni,positif,5
Gratis dong ​@ariesaputra3399,positif,5
"kalo ga rusak, ngapain juga dijual. misal 10 tahun kemudian, bosen dengan range nya, sisa ganti baterai. pasti 10 tahun kemudian teknologi baterei sudah maju, kapasitas dan range nya semakin panjang.",positif,3
@bangrendo7691  so what? Tetap lebih bagus dari mesin bensin yang belum 300km juga mesti mampir isi. Bensin 15rb seliter masih dioplos kan sialan,positif,3
"Bro Sis (pengguna/pemerhati mobil listrik), mau nanya dong:
Pada mobil bensin saat kita istirahat pada perjalanan jauh, sebagian org banyak yg tidur di dlm mobil (rest area) mesin mobil masih terasa saat kita tidur dan konsumsi bbm jg lumayan bnyk. Nah, bagaimana di mobil listrik, brp byk konsumsi listriknya saat istirahat spt itu dgn kondisi AC dihidupkan?",positif,11
"Dashboard nya ky ga kenceng, goncang2 gitu",negatif,-9
terasa sempit mungkin karena body abang reviewer yang agak ekstra,negatif,-5
"Alasannya simple, ukuran paha abang cocoknya duduk di belakang. Jadi, boss!",positif,5
Elu mAh enak pada pada punya boil. Kemana ja tinggal cabut laaaa gwe kudu pesen grab dulu..apa gw haris ceritain boil org...distatus???😂😂😂😂😂😂,positif,5
Lebih banyak tunjukkan featurenya tanpa orangnya byk omong,positif,7
Tinggi 162cm pas banget.... Cuma berharap joknya lebih bih empuk lagi sih...,positif,18
"Mobil mobil zaman sekarang seperti Handphone, dalam waktu berdekatan akan banyak mobil-mobil yang lebih baik & lebih Competitive.",positif,8
Konsumsi listrik dlm kota lbh hemat dari luar kota/tol ya?,positif,11
"iya betul. karena dalam kota setiap mobil ngerem ada energi listrik masuk dan kecepatan rendah di dalam kota membuat sangat kecil penggunaan batrenya. sebaliknya, di tol dengan memacu kecepatan tinggi maka tinggi pula konsumsi listriknya. ditambah tidak sering ngerem. EV semakin banyak deselerasi/rem maka semakin irit.",positif,8
"Keren ya pas nanjak, ternyata baru ngeh platnya item. Eh ini EV gak sih?",positif,7
"EV platnya ada biru dibawahnya, tak peduli warna dasar putih atau hitam. hitam atau putih bergantung samsat setempat.",negatif,-6
Ayo Moladin buat talkshow bertiga bahas semua produk China yg sdh di test sesuai dg range hrg atau jenis/ genre.... shg calon pembeli bisa mendpt yg lbh detail produk yg tepat u/ dipinang. Sukses terus Moladin  positif  positif  positif  positif ,positif,18
"Ember bangku driver m6 super ngk enak , nyetir jkt-bdg pegel setengah mati tu pantat.",negatif,-14
Disennya kaya lele gua suka,positif,8
"Dari review moladin ini, bersyukurlah BYD masih ada kekurangannya, beberapa kekurangan minor inilah yang membuat Nafas mobil Jepang masih lumayan panjang untuk bbrp tahun ke depan..kalau mobcin sudah hampir perfect desain, mesin, kenyamanan dan harga nya makin terjangkau...Bisa Selesai itu semua mobil Jepang maupun eropa di masa depan, apalg klo ngotot msh di Gasoline dan Hybrid",positif,13
"Daripada beli 2 mobil, mending beli mobil bensin",negatif,-5
"Mobil ini bagus cuman sayang joknya tdk senyaman xpander, mgkn solusinya desainer jok byd perlu belajar sama tukang sofa😂",positif,5
"Emang mike aja kegendutan, malah berani komplen pula",negatif,-5
"Iya, kalau badannya gedhe kayak masnya ga pas, kalau buat cewe atau cowo bb normal, ga ada masalah tuh, mengenai joknya.",negatif,-9
"Beli EV di masa sekarang cocoknya itu buat mobil kedua atau ketiga, atau buat operasional harian biar ga kena gage.

Sama satu lagi, tips hemat yaitu beli lah second nya yg masih 1-2 taunan usianya. Beda harganya alias anjlok nya lumayan dalam untuk mobil EV. Gw baru ambil EV second merk H dan emang murah bgt untuk operasional sehari-hari.",positif,15
Bismillah semoga keturutan beli mobil kedua buat kemana-mana,positif,5
"Kenceng ini mobil di trans jawa, emg ev masalah nafas jgan di tanya gk ada habis nya, kapok uber ev 😂",negatif,-4
"Yaelah..klo biasa aja,berani tdk d adu sama mobil jepang dng fitur dan hrgnya😂😂baru ente bicara bnyk..",positif,3
Ky nya sih msh enakan zenix,positif,5
Mobil ini bisa dimatikan dari jarak jauh gak? Misal dirental lalu mu dibawa kabur,negatif,-11
"Bisa dimatikan dimana saja,nyala dan matikan AC,lacak posisi mobil nya,cek angin ban,tutup pintu dan jendela kaca dari mana saja",negatif,-15
Test range sampe habis donk om,negatif,-5
"Mudik pake ini, tiap jalan 4 jam atau 500 km, istirahat 40-60 menit smbil cas. Mantap. Palembang solo bisa ini. Smoga ada rejekinya, aamiin🤲",positif,7
Sparepart forever inden.,negatif,-5
"Enggak segitunya juga kursinya, saya biasa pake honda jazz trus pake ini nyaman nyaman aja ah posisi mengemudinya, tinggi 171 bb 74kg , bahkan ketika posisi berkendara saya dan saya duduk dibelakangnya mssih ada leg roomnya mssih nyaman, kalau duduk baris ketiga emang kursi  tengah dimajuin dikit.",positif,5
Berat badan mike 130. Wajar kempes tu busa,negatif,-5
"Mobil ini gk nyaman klo dikendarai.. Menang harga murah aja tp basic needs kenyamanan berkendara nya gk enak.. Baris ke 2 nya lbh gk nyaman lg,, karena kaki & paha kita gk ketopang dgn baik.. Perjalanan jauh bisa pegel2",positif,9
Memang yg bagus ya cuma Toyota ya Pak?,positif,5
Kalau m6 sama Inova enak mana ya kk,positif,5
salah body badannya bukan salah kursinya😁,negatif,-5
"Btw ini mobil beratnya 1,8-1,9 ton  bosquee... Setara bobot bmw mercy itu, lebih berat sedikit bahkan.",negatif,-6
"​@an0nym0u5lygak mungkin banget. Fyi, berat kosong m6 itu 1800 kg. Kalau xpander berat kosong 1275 kg 
Ingat baterai itu beratnya ratusan kilo",negatif,-7
"@an0nym0u5ly Expander beratnya cuman 1,35 ton, lebih berat sedikit dari New Ertiga dan New Veloz yg beratnya 1,2 ton",negatif,-6
"Body nya memang tebal,jadi berat kendaraan otomatis berat",negatif,-8
mau ringan pake rangka honda  beat yang legendaris esaf,positif,6
"Ternyata tidak terlalu tinggi juga bisa  jadi kelebihan ya, karna saya 171cm nyaman nyaman aja duduk di baris mana aja , tinggal atur aja mssing masing seat nya 😂😂😂. Seting kursi depan sampe posisi stir nyaman dan kaki sampe slonjoran, paha ketopang semua dan ketika duduk di baris kedua leg room masih  oke, duduk di baris ketiga tinggal majuin dikit jog depannya udah nyaman juga, tinggal kasih orang yg gak setinggi saya di kursi tengah, kan ya gak mungkin saya duduk di kursi depan tengah sama baris ketiga sekaligus 😂😂😂",positif,16
"Next bikin video roadtrip jauh pake New Hyundai Santafe Hybrid dong Trio kwek2 hehe mao tau kenyamanan, bantingan suspensi, efisiensi BBM & listrik, sama uji fungsionalitas fitur2. Thanks a lot 😎💪🏻 positif ",positif,13
BYD N9 EV positif ,positif,5
Sama mercy nyaman mana ngab?,positif,5
Apakah baterainya meledak dan terbakar andai laka kegencet seperti kecelakaan di toll cipularang?,negatif,-15
"tidak, ini pakai LFP yang tidak bisa terbakar. hanya asap kecil jika ada insiden",negatif,-13
Contoh DC charger swasta yang bisa 100kwh ke atas apa aja ya?,positif,3
"Jangan nyebar info bohong, semua SPKLU PLN bisa max speed sudah terbukti",negatif,-10
Masih prefer zenix hybrid untuk saat ini,positif,4
Bang coba tes nanjak Chery Tiggo 8 BIASA ( Bukan pro / pro max ),negatif,-4
"Klo kekurangan major-nya cuma jok, dan klo kita lihat jok model-model BYD lain nyaman-nyaman aja, mestinya gak sulit sih buat BYD memperbaiki, cukup launch versi facelift. IMHO, eLMPV 7 seater macam ini yg bakal dicariin orang Indonesia, krn kita masih banyak yg suka jalan rame-rame sambil bawa barang banyak klo lebaran, kondangan atau nataru (termasuk aku).",positif,21
"@ oke, info nih, sepertinya supaya tahu bener cara terbaik adalah test drive",positif,5
"@TunjungUtomo kami sdh punya M6, dan sdh pakai 3 minggu,terasa sangat sangat irit biaya nya,jangan terus pikir harga jual mobil,yang penting kita terasa enak mobilnya,biaya lebih hemat,kalau beda harga lebih murah 200 juta,dengan Zenix Hybrid, bunga setahun saja sdh hemat 20 juta lebih,klu 5 tahun baru dijual,sdh hemat bunga 100 juta lebih,belum hemat biaya STNK,biaya maintenance tube up,oli mesin,oli gardan dll, tutup mata pun bisa terhitung,jauh lebih murah,kenapa pusing dgn harga jual mobil bekas,jangan termakan oleh marketing mobil Jepang,BYD M6 baru 3 bulan masuk Indonesia,sdh masuk 10 besar penjualan mobil",positif,17
"@wihardjowihardjo6765 klo soal biaya total sulit disangkal EV jelas lebih baik, saya malah sdh bikin Excel perbandingan ICE-Hybrid-EV. Poin saya di sini adalah ergonomi/kenyamanan, yg itu kekuatiran yg legit, krn sebagian besar kita tidak cukup kaya untuk mudah ganti mobil ketika sudah terlanjur beli",positif,6
"​@wihardjowihardjo6765iya bang masing masing saja, selama banyak yg kredit dan ga pusing maintenance ( free oli kok sampai 50 ribu km). Mobil bensin masih primadona. Uda lunas yah jual untuk dp mobil baru.",positif,13
Resiko mobil berat dengan shock yg empuk bakalan cepet kalah shockny. Apalagi pemakaian harian di jalanan indo yg gak mulus2 amat,negatif,-10
@bjack9387 sy yakin kuat.. torsi listrik itu bukan kaleng2,positif,11
"Kenapa sekarang Moladin kalo review ga bertiga lagi? Jadi garing,  kurang seru, ga ada jokes nya.",negatif,-12
"Sama kaya zenix saya,,sekali charge bisa 500 km. Fast charging 10% - 100% cuma 6 menit..",positif,3
Bener gak sih ACnya kurang dingin..??,negatif,-4
anggota yg kurus itu jarang kelihatan kemana Om?,positif,3
9:04 kalau toll ga enak di jalanan bergelombang pas ngebut diatas 100,negatif,-4
"input utk mike: kl lg ngomong 3..2..1..GO!!! tekanan di ""GO"" nya hrsnya lbh semangat donk, bukannya malah lemes gitu, bahkan cenderung ga kedengeran lg...begono mike",positif,11
Taxi Comfort Singapore,positif,5
"Kenapa cuman 1 orang yang review,moladin dikenal karna 3 review dan penonton menikmati seperti kita lagi nongkrong sama komunitas,maaf moladin ini mobil viral kalo yang bahas 1 orang kurang ditambah lagi ini mobil viral di giias 2024 sayang banget gak di ambil moment nya,",positif,9
"Saya sdh pakai M6 selama 2 minggu, ternyata baterynya irit,range bisa capai 560 km,lebih tinggi dari spesifikasi nya,jadi biaya operasional sangat murah,per km hanya tidak sampai Rp 250,- lebih murah dari pada motor sekalipun,jadi puas sekali,tidak perlu lagi ke SBPU isi bensin lagi, karena untuk operasional sehari hari yang capai 60-120 km,paling hanya turun 20 persen Batery nya.kalau mau beli mobil lagi,pasti saya pilih mobil EV lagi",positif,16
2tahun pasti berkurang banyak persen battery healthnya,negatif,-9
"@mr.febrian9248 Ada sumber datanya kah om? Garansi baterainya aja dikasih 8 tahun, kalau 2 tahun berkurang banyak harusnya tinggal claim dong.",negatif,-4
"@mr.febrian9248 mobil buat dipakai bukan buat balap, blade battery health berkurang cuma <1% / tahun",negatif,-5
@mr.febrian9248kata siapa om berkurang banyak ? Bluebird udah make bertahun2 penurunannya cuma dikit 😂,negatif,-14
Serius 250/km Oom? Kirain bongsor gitu bakal 2x lebih boros dari AirEv. Ternyata cuman 10% doank lebih borosnya dari AirEv,negatif,-13
"@Justin-t9u1w benar, irit sekali,pakai mode ECO,kalau ada discount tarip charge jam 2300-0500, berarti biaya nya hanya Rp,175 per km",positif,5
"Ada garansi 8 tahun atas Batery nya,berarti pabrik berani jamin mutu nya,kenapa kita harus pusing lagi",positif,10
"​@mr.febrian9248 gak usah banyak bacot, lu belum punya EV aja sotoy. Bandingin tuh sama citroen prindapan",negatif,-12
2 tahun itu max baterai cuma berkurang 2 persen.,negatif,-5
"​​@mr.febrian9248ga laku woy komen begini, orang2 netizen itu ga bego amat kok. 😂

2 tahun klo pemakaian normal mah 5% drop jg ga sampe. Itu jg udah kerja rodi kayaknya. 😂
Yg dipake taksi aja 5 tahun an drop paling parah ada 20%an itupun kalo di geber pagi siang sore malem ye.. 😂

Okelah battery health udah drop, cuma 80% efektif, paling amsyong nya, itu masih setara 440km range. 😂. 
Lah, klo pemakaian family car standar kan ga seekstrim taksi. Jadi mgkn 10 tahun baru drop 20% an. 10 tahun itu lama. 
Apalagi garansi baterai 8 tahun, cukup berani ngasih garansi sepanjang itu.",positif,32
​@wihardjowihardjo6765kyk gtw china mainland aja . Masalah komitmen ga bsa d pegang om . Sy prnh ngadain tender utk barier banjir . Produk eropa hanya menjamin garansi 10th sedangkan china 20th . Sedangkan kita tau kualitas eropa seperti apa dan china seperti apa . Harga pun relatif terpaut jauh . Takut nya garansi ini bnyk hal yg tdk tertulis dan penetrate dgn bagus d internal management mereka,positif,15
​@mr.febrian9248 lahir taun masehi ya?? Belom punya ude pesemis aja.,negatif,-4
"​@Hi-vy9lukalau ngomongin secara general, berarti masuk wuling masuk yah, di akun ig klepon ev , racksteer dan tie rod wuling air ev inden sekitar 1-2 bulan. Kadang pembeli takut, padahal mobil di range harga air ev ini yang banyak dicari rakyat indonesia.",negatif,-7
Biasa klo baru beli gitu.. lagi seneng senengnya mainan baru.. tapi nti 1-2 tahun lain lagi komentarnya.. seperti pengguna merk china sbelah tuh yg uda lebih dulu mengaspal.. 😎,positif,5
​@mr.febrian9248lah itu blue bird aman2 aja pake byd😂😂 pdhal buat taxi,positif,5
"@fahmiabdurahman3463  tidak perlu lifetime garansipun harga sudah jauh lebih murah dari mobil bensin MPV sejenis,misal mobil Innova Zenix yang type Hybrid harga nya 630 juta,beda hampir 200 juta,uang 200juta klu kita pinjam bank,beli mobil ini,bunga 8 tahun saja sudah menjadi 400 juta,terus harga jual kita mobil bekas berapun pun masih lebih untung dari pada M6,disamping itu,kita mobil selama 10 tahun umum nya cuma pakai hanya 300 ribu km,warranty nya baterai jauh dari cukup utk menutupi biaya ganti baterai baru nantinya,biaya STNK,biaya operasional BBM dan service parts jauh lebih mahal mobil bensin,tutup mata pun bisa hitung lebih hemat mobil listrik,belum lagi kenyamanan mobil listrik ini,torsi nya juga jauh lebih tinggi,intinya saya tdk mungkin mau pakai mobil bensin lagi",positif,3
"@mr.febrian9248 gini ya, kalo garansi misal 8 tahun, maka expect nya bisa bertahan 16 tahun,
Sama seperti HP, garansi 2 tahun ya rata2 ganti baterai di 4 tahun

Jadi 2 tahun mah paling 1-2% aja",positif,10
Bener irit. Saya juga pakai,positif,5
"@hadigunarto1693 kalau charge batery di jam 2200- 0600 ,biaya ada potongan 30 persen dari PLN,jatuhnya biaya per km hanya Rp. 190 per km,bandingkan Supra X ,per  km  dengan Pertamax jatuhnya masih Rp. 208 per km,mobil listrik kita tinggal malam colok listriknya,besok pagi,sdh penuh,ngk perlu pusing pikiran harus ke SBPU isi BBM...praktis dan hemat waktu",positif,9
@mr.febrian9248 diapakai taksi 500.000km selama 6thn kerja rodi (BYD E8 batre LFP gen1) aja batre health masih di atas 85-90% apalg cuma 2thn yg cuma kebutuhan harian bukan taksi dengan M6 yang batre LFP gen2 (lebih baru dan lbh awet dr BYD E8).,positif,17
"​@Justin-t9u1w beda teknologi batre dong, lifepo byd pakenya, wuling mah masih pake batre pasir. Minus diharga dan gabisa ganti per cell kalo lifepo, sama berat dibangding li-ion juga",negatif,-10
"​@wihardjowihardjo6765thanks ya, Pak, atas sharing experiences sbg owner unit ini  positif  positif ",positif,5
"@mr.febrian9248 sudah teruji batrai nya. Batre mirp yg di pake BB,E6.pemakaian 600000km,baru beberapa mobilnya rusak",negatif,-5
"@mr.febrian9248 byd e6 sudah dipakai taxi blue bird sejak 2016, aman2 aja tuh",positif,5
"​@hendrasaputra3365saya belum coba, namun Ipar saya pakai di Trawas Pandaan Surabaya,lebih tanjak dari Puncak, katanya enak naiknya, tanpa hambatan sama sekali",positif,14
"Yang jadi problem adalah Battery yang tergolong mahal, meskipun memang ada warranty sampai 6 Tahun utk battery, Artinya setelah itu ya harus siap2 untuk memikirkan pergantian battery yang mencapai *200 juta.  Mudah2an saja nanti harga battery bisa turun 5 tahun ke depan dengan supply yang banyak tentunya di Indonesia.",negatif,-7
"Mantaff review nya! keren emang nih mobil sampai bisa dibandingkan sama maskot mobil jepang yg 600 jt an... selisihnya menarik. Kalau keluar facelift dengan perbaikan jok, kelar semua.. 😅",positif,9
"Ga bakal, dashboard aja jadul, power hanya dari baterai siapa mo minat. Palingan org kota besar aja",negatif,-5
"​​@mr.febrian9248ya iya, orang2 daerah kebanyakan belinya sekenan dr kota besar, seken2 jakarta larinya ke daerah semua. 😂
Purchasing powernya jauh. Di daerah itu yg beli mobil listrik paling yg kerja dijakarta juga. Paling bust istri atau keluarga nya.
Yang udah2 sih gitu, atau ya juragan aja, pengusaha2 kuliner ata pedagang yg uda tajir.",positif,3
"Mantab, yg penting buat nanjak aman.",positif,5
"Akhirnya yang kutunggu tunggu, review moladim m6, kok lama banget mgk masih bertapa dulu",positif,3
"om besok-besok kalau kurang orang minta aja dari viewer, gw yakin banyak yg mau kalau di ajakin WKWKWKWWK

oh iya btw buat yg paha gk ketopang, biasa gw akalin dengan pakai ADAS kalau di toll jadi gk usah injek gas rem kaki di rebahin aja wkwk, tapi emg gw akuin tinggi gw yg 174cm juga berasa hal yang sama tapi gk separah itu dan masih acceptable. Jujur ini lagi nyari accessories blm nemu ada yg jual buat nopang paha sama footrest kaki kiri",positif,3
"Sama om, tinggi ku 178 udah 1 minggu pakai sehari2, kaki aman2 aja, apalagi pas di tol, duh ACC dan LKA nya bikin nyaman. Kalau buat jalan jauh mungkin bisa pakai alas bantal supir kali ya. Kayanya banyak yg jual di ecommerce.",positif,21
Katanya suspensinya bikin ini mobil mau direcall ya?,negatif,-4
Semua bilang hu bisa putar itu adalah gimick ternyata byd malah selangkah lebih maju dari kompetitor karena ternyata hu putar sangat berguna ketika kita mainkan youtube (gotube) jadi ketika kita mencari video menggunakan portrait dan ketika menonton bisa full screen dgn landscape. Jadi ketika dikemacetan enak banget pakai adaptive cruise control sambil nonton youtube,positif,17
"HU mode potrait untuk kamera 540-nya juga lebih enak, ada 3 tampilan.",positif,11
"Bener saya punya M6,menurut ak keren banget,namun alangkah baik nya bangku supir naik dikit aja lebih anak",positif,13
"biasanya dilimit ampernya 200A, karena mobilnya pakai sistem 400v jadinya cuma dapat kurang lebih 80kw, jadi 200kw itu cuma gimmick karena mungkin dihitung dari maksimalnya untuk sistem 1000V. Harus cari SPKLU yang bisa sampai 300A supaya bisa dapat 115kw. Beda sama sistem supercharger tesla yang biasanya gak dilimit amper, tapi dimonitor suhu di berbagai titik.",negatif,-19
"Udah pake 2 bulan, bagus bagus aja, nyaman banget nyetirnya, badanku kecil soalnya, hehehe",positif,10
Untuk jaraknya gimana gan? Jauh lebih rendah dari claim ga?,negatif,-4
"​@vanqua228​  jaraknya 530km sih di claimnya, untuk pemakaian mode eco, kl realnya gak pernah ngitung sih, pastinya kurang, tapi gak jauh dari claim bedanya, 

Dari pengalaman, kl di bawa kerja jakarta selatan depok PP tiap hari selama weekday sama tiap weekend jalan jalan, charge listrik dirumah cuma tiap 2 minggu sekali, abisnya sekitar 120rb sekali cas",negatif,-8
